Status,Module,Sub-Module,SAP S/4HANA Table,SAP Field,SAP Field Name,Construction App Table,Construction App Field,Data Type,Max Length,Notes
Not Implemented,APPROVAL,Approval Policy - Rules,Custom,Custom,Amount To,approval_policies,amount_to,DECIMAL,"15,2",Upper threshold
Not Implemented,APPROVAL,Approval Policy - Rules,Custom,Custom,Approval Levels Required,approval_policies,levels_required,INTEGER,,Number of approval levels
Not Implemented,APPROVAL,Approval Policy - Rules,Custom,Custom,Is Active,approval_policies,is_active,BOOLEAN,,Policy active status
Implemented,MM-PUR,Transaction Codes,ME51N,ME51N,Create Purchase Requisition,CreatePR,,,,"Component: CreatePR"
Implemented,MM-PUR,Transaction Codes,ME52N,ME52N,Change Purchase Requisition,MaintainPR,,,,"Component: MaintainPR"
Implemented,MM-PUR,Transaction Codes,ME53N,ME53N,Display Purchase Requisition,DisplayPR,,,,"Component: DisplayPR"
Implemented,MM-PUR,Transaction Codes,ME21N,ME21N,Create Purchase Order,CreatePO,,,,"Component: CreatePO"
Implemented,MM-PUR,Transaction Codes,ME22N,ME22N,Change Purchase Order,MaintainPO,,,,"Component: MaintainPO"
Implemented,MM-PUR,Transaction Codes,ME23N,ME23N,Display Purchase Order,DisplayPO,,,,"Component: DisplayPO"
Implemented,MM-IM,Transaction Codes,MIGO,MIGO,Goods Receipt,GoodsReceipt,,,,"Component: GoodsReceipt"
Not Implemented,MM-SRV,Transaction Codes,ML81N,ML81N,Create Service Entry Sheet,CreateSES,,,,"Component: CreateSES"
Not Implemented,MM-IV,Transaction Codes,MIRO,MIRO,Enter Invoice,EnterInvoice,,,,"Component: EnterInvoice"
Not Implemented,MM-IV,Transaction Codes,MIR4,MIR4,Release Blocked Invoice,ReleaseInvoice,,,,"Component: ReleaseInvoice"
Not Implemented,APPROVAL,Transaction Codes,Custom,Custom,Approval Workbench,ApprovalWorkbench,,,,"Component: ApprovalWorkbench"
Implemented,PS,Project Definition - Master Data,PROJ,PSPNR,Project Definition,projects,project_code,VARCHAR,24,Project definition (internal)
Implemented,PS,Project Definition - Master Data,PROJ,PSPID,Project ID,projects,project_id,VARCHAR,24,Project ID (external)
Implemented,PS,Project Definition - Master Data,PROJ,POST1,Project Description,projects,project_name,VARCHAR,500,Project name
Implemented,PS,Project Definition - Master Data,PROJ,PLFAZ,Start Date,projects,start_date,DATE,,Project start date
Implemented,PS,Project Definition - Master Data,PROJ,PLSEZ,Finish Date,projects,end_date,DATE,,Project finish date
Implemented,PS,Project Definition - Master Data,PROJ,PBUKR,Company Code,projects,company_code,VARCHAR,10,Company code
Not Implemented,PS,Project Definition - Master Data,PROJ,VERNA,Person Responsible,projects,responsible_person,VARCHAR,20,Project manager
Not Implemented,PS,Project Definition - Master Data,PROJ,WERKS,Plant,projects,plant_code,VARCHAR,10,Plant
Not Implemented,PS,Project Definition - Master Data,PROJ,PRCTR,Profit Center,projects,profit_center,VARCHAR,10,Profit center
Not Implemented,PS,Project Definition - Master Data,PROJ,FUNC_AREA,Functional Area,projects,functional_area,VARCHAR,16,Functional area
Implemented,PS,Project Definition - Master Data,PROJ,ASTNR,Project Status,projects,status,VARCHAR,20,PLANNING/RELEASED/CLOSED
Not Implemented,PS,Project Definition - Master Data,PROJ,WAERS,Currency,projects,currency,VARCHAR,3,Project currency
Implemented,PS,WBS Element - Master Data,PRPS,PSPNR,WBS Element,wbs_elements,wbs_code,VARCHAR,24,WBS element (internal)
Implemented,PS,WBS Element - Master Data,PRPS,POSID,WBS Element ID,wbs_elements,wbs_id,VARCHAR,24,WBS element (external)
Implemented,PS,WBS Element - Master Data,PRPS,POST1,WBS Description,wbs_elements,wbs_name,VARCHAR,500,WBS element description
Implemented,PS,WBS Element - Master Data,PRPS,PSPHI,Superior WBS Element,wbs_elements,parent_wbs,VARCHAR,24,Parent WBS element
Implemented,PS,WBS Element - Master Data,PRPS,STUFE,WBS Level,wbs_elements,level,INTEGER,,Hierarchy level
Implemented,PS,WBS Element - Master Data,PRPS,PLFAZ,Start Date,wbs_elements,start_date,DATE,,WBS start date
Implemented,PS,WBS Element - Master Data,PRPS,PLSEZ,Finish Date,wbs_elements,end_date,DATE,,WBS finish date
Not Implemented,PS,WBS Element - Master Data,PRPS,VERNA,Person Responsible,wbs_elements,responsible_person,VARCHAR,20,WBS responsible
Not Implemented,PS,WBS Element - Master Data,PRPS,WERKS,Plant,wbs_elements,plant_code,VARCHAR,10,Plant
Not Implemented,PS,WBS Element - Master Data,PRPS,PRCTR,Profit Center,wbs_elements,profit_center,VARCHAR,10,Profit center
Not Implemented,PS,WBS Element - Master Data,PRPS,FUNC_AREA,Functional Area,wbs_elements,functional_area,VARCHAR,16,Functional area
Not Implemented,PS,WBS Element - Master Data,PRPS,FAKKR,Billing Element,wbs_elements,billing_element,VARCHAR,1,Account assignment element
Not Implemented,PS,WBS Element - Master Data,PRPS,FKSTL,Cost Center,wbs_elements,cost_center,VARCHAR,10,Cost center
Not Implemented,PS,WBS Element - Accounting,PRPS,WAERS,Currency,wbs_elements,currency,VARCHAR,3,WBS currency
Not Implemented,PS,WBS Element - Accounting,PRPS,ZSCHL,Interest Key,wbs_elements,interest_key,VARCHAR,2,Interest calculation key
Not Implemented,PS,Network - Header,AUFK,AUFNR,Network Number,networks,network_number,VARCHAR,12,Network number (internal order)
Not Implemented,PS,Network - Header,AUFK,AUART,Network Type,networks,network_type,VARCHAR,4,Network type
Not Implemented,PS,Network - Header,AUFK,KTEXT,Network Description,networks,network_name,VARCHAR,500,Network description
Not Implemented,PS,Network - Header,AUFK,PSPEL,WBS Element,networks,wbs_code,VARCHAR,24,Assignment to WBS
Not Implemented,PS,Network - Header,AUFK,BUKRS,Company Code,networks,company_code,VARCHAR,10,Company code
Not Implemented,PS,Network - Header,AUFK,WERKS,Plant,networks,plant_code,VARCHAR,10,Plant
Not Implemented,PS,Network - Header,AUFK,ASTNR,Network Status,networks,status,VARCHAR,20,Network status
Not Implemented,PS,Network - Header,AUFK,ERDAT,Created On,networks,created_at,DATE,,Creation date
Not Implemented,PS,Network - Header,AUFK,AEDAT,Changed On,networks,updated_at,DATE,,Last change date
Not Implemented,PS,Network - Activity,AFVC,AUFPL,Routing Number,network_activities,routing_number,VARCHAR,10,Routing number
Not Implemented,PS,Network - Activity,AFVC,APLZL,Activity Number,network_activities,activity_number,VARCHAR,8,Activity/operation number
Not Implemented,PS,Network - Activity,AFVC,LTXA1,Activity Description,network_activities,activity_name,VARCHAR,500,Activity description
Not Implemented,PS,Network - Activity,AFVC,AUFNR,Network Number,network_activities,network_number,VARCHAR,12,Network assignment
Not Implemented,PS,Network - Activity,AFVC,ARBPL,Work Center,network_activities,work_center,VARCHAR,8,Work center
Not Implemented,PS,Network - Activity,AFVC,WERKS,Plant,network_activities,plant_code,VARCHAR,10,Plant
Not Implemented,PS,Network - Activity,AFVC,DAUNE,Earliest Start,network_activities,earliest_start,DATE,,Earliest start date
Not Implemented,PS,Network - Activity,AFVC,DAUEN,Earliest Finish,network_activities,earliest_finish,DATE,,Earliest finish date
Not Implemented,PS,Network - Activity,AFVC,ISMNW,Duration,network_activities,duration,DECIMAL,"15,3",Activity duration
Not Implemented,PS,Network - Activity,AFVC,MEINH,Duration Unit,network_activities,duration_unit,VARCHAR,3,Duration unit (H/D/W)
Not Implemented,PS,Project Budget - Planning,BPJA,PSPNR,WBS Element,project_budgets,wbs_code,VARCHAR,24,WBS element
Not Implemented,PS,Project Budget - Planning,BPJA,GJAHR,Fiscal Year,project_budgets,fiscal_year,VARCHAR,4,Fiscal year
Not Implemented,PS,Project Budget - Planning,BPJA,VERSN,Version,project_budgets,version,VARCHAR,3,Budget version
Not Implemented,PS,Project Budget - Planning,BPJA,WTJHR,Annual Budget,project_budgets,annual_budget,DECIMAL,"15,2",Annual budget value
Not Implemented,PS,Project Budget - Planning,BPJA,WAERS,Currency,project_budgets,currency,VARCHAR,3,Currency
Not Implemented,PS,Project Budget - Planning,BPJA,WRTTP,Value Type,project_budgets,value_type,VARCHAR,2,Plan/Actual indicator
Not Implemented,PS,Project Costs - Actual,COEP,PSPNR,WBS Element,project_costs,wbs_code,VARCHAR,24,WBS element
Not Implemented,PS,Project Costs - Actual,COEP,GJAHR,Fiscal Year,project_costs,fiscal_year,VARCHAR,4,Fiscal year
Not Implemented,PS,Project Costs - Actual,COEP,PERIO,Period,project_costs,period,VARCHAR,3,Posting period
Not Implemented,PS,Project Costs - Actual,COEP,WRTTP,Value Type,project_costs,value_type,VARCHAR,2,Plan/Actual/Commitment
Not Implemented,PS,Project Costs - Actual,COEP,KSTAR,Cost Element,project_costs,cost_element,VARCHAR,10,Cost element
Not Implemented,PS,Project Costs - Actual,COEP,WTGBTR,Amount in Controlling Area Currency,project_costs,amount,DECIMAL,"15,2",Cost amount
Not Implemented,PS,Project Costs - Actual,COEP,WAERS,Currency,project_costs,currency,VARCHAR,3,Currency
Not Implemented,PS,Project Costs - Actual,COEP,MEINH,Unit of Measure,project_costs,uom,VARCHAR,10,UOM
Not Implemented,PS,Project Costs - Actual,COEP,MBGBTR,Quantity,project_costs,quantity,DECIMAL,"15,3",Quantity
Not Implemented,PS,Project Milestone,MEILENSTEIN,PSPNR,WBS Element,project_milestones,wbs_code,VARCHAR,24,WBS element
Not Implemented,PS,Project Milestone,MEILENSTEIN,MSTNR,Milestone Number,project_milestones,milestone_number,VARCHAR,8,Milestone number
Not Implemented,PS,Project Milestone,MEILENSTEIN,MSTXT,Milestone Description,project_milestones,milestone_name,VARCHAR,500,Milestone description
Not Implemented,PS,Project Milestone,MEILENSTEIN,MSTDAT,Milestone Date,project_milestones,milestone_date,DATE,,Planned milestone date
Not Implemented,PS,Project Milestone,MEILENSTEIN,MSTIST,Actual Date,project_milestones,actual_date,DATE,,Actual milestone date
Not Implemented,PS,Project Milestone,MEILENSTEIN,MSTSTA,Milestone Status,project_milestones,status,VARCHAR,20,PLANNED/ACHIEVED/MISSED
Not Implemented,PS,Project Billing,PRAA,PSPNR,WBS Element,project_billing,wbs_code,VARCHAR,24,WBS element
Not Implemented,PS,Project Billing,PRAA,GJAHR,Fiscal Year,project_billing,fiscal_year,VARCHAR,4,Fiscal year
Not Implemented,PS,Project Billing,PRAA,PERIO,Period,project_billing,period,VARCHAR,3,Posting period
Not Implemented,PS,Project Billing,PRAA,WRTTP,Value Type,project_billing,value_type,VARCHAR,2,Plan/Actual
Not Implemented,PS,Project Billing,PRAA,WTGBTR,Billing Amount,project_billing,billing_amount,DECIMAL,"15,2",Billed amount
Not Implemented,PS,Project Billing,PRAA,WAERS,Currency,project_billing,currency,VARCHAR,3,Currency
Not Implemented,PS,Project Billing,PRAA,FKDAT,Billing Date,project_billing,billing_date,DATE,,Invoice date
Not Implemented,PS,Project Billing,PRAA,VBELN,Billing Document,project_billing,billing_doc,VARCHAR,10,SD billing document
Not Implemented,PS,Project Progress,Custom,Custom,Progress ID,project_progress,progress_id,UUID,,Unique progress ID
Not Implemented,PS,Project Progress,Custom,Custom,WBS Element,project_progress,wbs_code,VARCHAR,24,WBS element
Not Implemented,PS,Project Progress,Custom,Custom,Progress Date,project_progress,progress_date,DATE,,Progress reporting date
Not Implemented,PS,Project Progress,Custom,Custom,Planned Progress %,project_progress,planned_progress,DECIMAL,"5,2",Planned progress percentage
Not Implemented,PS,Project Progress,Custom,Custom,Actual Progress %,project_progress,actual_progress,DECIMAL,"5,2",Actual progress percentage
Not Implemented,PS,Project Progress,Custom,Custom,Physical Progress %,project_progress,physical_progress,DECIMAL,"5,2",Physical completion
Not Implemented,PS,Project Progress,Custom,Custom,Financial Progress %,project_progress,financial_progress,DECIMAL,"5,2",Financial completion
Not Implemented,PS,Project Progress,Custom,Custom,Comments,project_progress,comments,TEXT,,Progress comments
Not Implemented,PS,Project Resources,Custom,Custom,Resource ID,project_resources,resource_id,UUID,,Unique resource ID
Not Implemented,PS,Project Resources,Custom,Custom,WBS Element,project_resources,wbs_code,VARCHAR,24,WBS element
Not Implemented,PS,Project Resources,Custom,Custom,Resource Type,project_resources,resource_type,VARCHAR,20,LABOR/EQUIPMENT/MATERIAL
Not Implemented,PS,Project Resources,Custom,Custom,Resource Code,project_resources,resource_code,VARCHAR,20,Resource identifier
Not Implemented,PS,Project Resources,Custom,Custom,Resource Name,project_resources,resource_name,VARCHAR,500,Resource description
Not Implemented,PS,Project Resources,Custom,Custom,Planned Quantity,project_resources,planned_quantity,DECIMAL,"15,3",Planned resource quantity
Not Implemented,PS,Project Resources,Custom,Custom,Actual Quantity,project_resources,actual_quantity,DECIMAL,"15,3",Actual resource usage
Not Implemented,PS,Project Resources,Custom,Custom,Unit of Measure,project_resources,uom,VARCHAR,10,UOM
Not Implemented,PS,Project Resources,Custom,Custom,Planned Cost,project_resources,planned_cost,DECIMAL,"15,2",Planned cost
Not Implemented,PS,Project Resources,Custom,Custom,Actual Cost,project_resources,actual_cost,DECIMAL,"15,2",Actual cost
Implemented,PS,Transaction Codes,CJ20N,CJ20N,Create/Change Project,CreateProject,,,,"Component: CreateProject"
Implemented,PS,Transaction Codes,CJ02,CJ02,Change Project,MaintainProject,,,,"Component: MaintainProject"
Implemented,PS,Transaction Codes,CJ03,CJ03,Display Project,DisplayProject,,,,"Component: DisplayProject"
Not Implemented,PS,Transaction Codes,CJ2C,CJ2C,Change WBS Element,MaintainWBS,,,,"Component: MaintainWBS"
Not Implemented,PS,Transaction Codes,CN41,CN41,Create Network,CreateNetwork,,,,"Component: CreateNetwork"
Not Implemented,PS,Transaction Codes,CN42,CN42,Change Network,MaintainNetwork,,,,"Component: MaintainNetwork"
Not Implemented,PS,Transaction Codes,CJ30,CJ30,Project Budget,ProjectBudget,,,,"Component: ProjectBudget"
Not Implemented,PS,Transaction Codes,CJ40,CJ40,Project Planning Board,ProjectPlanning,,,,"Component: ProjectPlanning"
Not Implemented,PS,Transaction Codes,CJ9A,CJ9A,Project Progress Analysis,ProjectProgress,,,,"Component: ProjectProgress"
Not Implemented,PS,Transaction Codes,S_ALR_87013558,S_ALR_87013558,Project Cost Report,ProjectCostReport,,,,"Component: ProjectCostReport"
Not Implemented,PS,Transaction Codes,CN47,CN47,Network Confirmation,NetworkConfirmation,,,,"Component: NetworkConfirmation"
Not Implemented,PS,Transaction Codes,CJ88,CJ88,Project Settlement,ProjectSettlement,,,,"Component: ProjectSettlement"
Not Implemented,PM,Equipment Master - General Data,EQUI,EQUNR,Equipment Number,equipment,equipment_number,VARCHAR,18,Equipment number
Not Implemented,PM,Equipment Master - General Data,EQUI,EQKTX,Equipment Description,equipment,equipment_name,VARCHAR,500,Equipment description
Not Implemented,PM,Equipment Master - General Data,EQUI,EQART,Equipment Category,equipment,equipment_category,VARCHAR,10,Equipment category
Not Implemented,PM,Equipment Master - General Data,EQUI,EQTYP,Equipment Type,equipment,equipment_type,VARCHAR,10,Technical object type
Not Implemented,PM,Equipment Master - General Data,EQUI,SWERK,Plant,equipment,plant_code,VARCHAR,10,Maintenance plant
Not Implemented,PM,Equipment Master - General Data,EQUI,STORT,Location,equipment,location,VARCHAR,10,Functional location
Not Implemented,PM,Equipment Master - General Data,EQUI,BEBER,Business Area,equipment,business_area,VARCHAR,4,Business area
Not Implemented,PM,Equipment Master - General Data,EQUI,KOSTL,Cost Center,equipment,cost_center,VARCHAR,10,Cost center
Not Implemented,PM,Equipment Master - General Data,EQUI,PRCTR,Profit Center,equipment,profit_center,VARCHAR,10,Profit center
Not Implemented,PM,Equipment Master - General Data,EQUI,HERST,Manufacturer,equipment,manufacturer,VARCHAR,30,Manufacturer
Not Implemented,PM,Equipment Master - General Data,EQUI,TYPBZ,Model Number,equipment,model_number,VARCHAR,20,Model number
Not Implemented,PM,Equipment Master - General Data,EQUI,BAUJJ,Construction Year,equipment,construction_year,VARCHAR,4,Year of construction
Not Implemented,PM,Equipment Master - General Data,EQUI,BAUMM,Construction Month,equipment,construction_month,VARCHAR,2,Month of construction
Not Implemented,PM,Equipment Master - General Data,EQUI,ANSDT,Acquisition Date,equipment,acquisition_date,DATE,,Acquisition date
Not Implemented,PM,Equipment Master - General Data,EQUI,ANSWT,Acquisition Value,equipment,acquisition_value,DECIMAL,"15,2",Acquisition value
Not Implemented,PM,Equipment Master - General Data,EQUI,WAERS,Currency,equipment,currency,VARCHAR,3,Currency
Not Implemented,PM,Equipment Master - General Data,EQUI,SERGE,Serial Number,equipment,serial_number,VARCHAR,18,Manufacturer serial number
Not Implemented,PM,Functional Location - Master Data,IFLOT,TPLNR,Functional Location,functional_locations,floc_code,VARCHAR,30,Functional location
Not Implemented,PM,Functional Location - Master Data,IFLOT,PLTXT,Description,functional_locations,floc_name,VARCHAR,500,Functional location description
Not Implemented,PM,Functional Location - Master Data,IFLOT,FLTYP,Structure Indicator,functional_locations,structure_indicator,VARCHAR,1,Structure indicator
Not Implemented,PM,Functional Location - Master Data,IFLOT,TPLMA,Superior Functional Location,functional_locations,parent_floc,VARCHAR,30,Superior functional location
Not Implemented,PM,Functional Location - Master Data,IFLOT,SWERK,Maintenance Plant,functional_locations,plant_code,VARCHAR,10,Maintenance plant
Not Implemented,PM,Functional Location - Master Data,IFLOT,BEBER,Business Area,functional_locations,business_area,VARCHAR,4,Business area
Not Implemented,PM,Functional Location - Master Data,IFLOT,KOSTL,Cost Center,functional_locations,cost_center,VARCHAR,10,Cost center
Not Implemented,PM,Functional Location - Master Data,IFLOT,PRCTR,Profit Center,functional_locations,profit_center,VARCHAR,10,Profit center
Not Implemented,PM,Functional Location - Master Data,IFLOT,EQART,Object Type,functional_locations,object_type,VARCHAR,10,Object type
Not Implemented,PM,Maintenance Order - Header,AUFK,AUFNR,Order Number,maintenance_orders,order_number,VARCHAR,12,Maintenance order number
Not Implemented,PM,Maintenance Order - Header,AUFK,AUART,Order Type,maintenance_orders,order_type,VARCHAR,4,PM01/PM02/PM03/etc
Not Implemented,PM,Maintenance Order - Header,AUFK,KTEXT,Order Description,maintenance_orders,order_description,VARCHAR,500,Order description
Not Implemented,PM,Maintenance Order - Header,AUFK,EQUNR,Equipment,maintenance_orders,equipment_number,VARCHAR,18,Equipment number
Not Implemented,PM,Maintenance Order - Header,AUFK,TPLNR,Functional Location,maintenance_orders,floc_code,VARCHAR,30,Functional location
Not Implemented,PM,Maintenance Order - Header,AUFK,BUKRS,Company Code,maintenance_orders,company_code,VARCHAR,10,Company code
Not Implemented,PM,Maintenance Order - Header,AUFK,WERKS,Plant,maintenance_orders,plant_code,VARCHAR,10,Maintenance plant
Not Implemented,PM,Maintenance Order - Header,AUFK,GSBER,Business Area,maintenance_orders,business_area,VARCHAR,4,Business area
Not Implemented,PM,Maintenance Order - Header,AUFK,KOSTL,Cost Center,maintenance_orders,cost_center,VARCHAR,10,Cost center
Not Implemented,PM,Maintenance Order - Header,AUFK,PRCTR,Profit Center,maintenance_orders,profit_center,VARCHAR,10,Profit center
Not Implemented,PM,Maintenance Order - Header,AUFK,ERDAT,Created On,maintenance_orders,created_at,DATE,,Creation date
Not Implemented,PM,Maintenance Order - Header,AUFK,AEDAT,Changed On,maintenance_orders,updated_at,DATE,,Last change date
Not Implemented,PM,Maintenance Order - Header,AUFK,ASTNR,Order Status,maintenance_orders,status,VARCHAR,20,CREATED/RELEASED/COMPLETED/CLOSED
Not Implemented,PM,Maintenance Order - Header,AUFK,GSTRP,Basic Start Date,maintenance_orders,basic_start_date,DATE,,Basic start date
Not Implemented,PM,Maintenance Order - Header,AUFK,GLTRP,Basic Finish Date,maintenance_orders,basic_finish_date,DATE,,Basic finish date
Not Implemented,PM,Maintenance Order - Header,AUFK,GSTRI,Actual Start Date,maintenance_orders,actual_start_date,DATE,,Actual start date
Not Implemented,PM,Maintenance Order - Header,AUFK,GLTRI,Actual Finish Date,maintenance_orders,actual_finish_date,DATE,,Actual finish date
Not Implemented,PM,Maintenance Order - Header,AUFK,PRIOK,Priority,maintenance_orders,priority,VARCHAR,1,Priority (1-9)
Not Implemented,PM,Maintenance Order - Operations,AFVC,AUFPL,Routing Number,maintenance_operations,routing_number,VARCHAR,10,Routing number
Not Implemented,PM,Maintenance Order - Operations,AFVC,APLZL,Operation Number,maintenance_operations,operation_number,VARCHAR,8,Operation number
Not Implemented,PM,Maintenance Order - Operations,AFVC,LTXA1,Operation Description,maintenance_operations,operation_description,VARCHAR,500,Operation short text
Not Implemented,PM,Maintenance Order - Operations,AFVC,AUFNR,Order Number,maintenance_operations,order_number,VARCHAR,12,Maintenance order
Not Implemented,PM,Maintenance Order - Operations,AFVC,ARBPL,Work Center,maintenance_operations,work_center,VARCHAR,8,Work center
Not Implemented,PM,Maintenance Order - Operations,AFVC,WERKS,Plant,maintenance_operations,plant_code,VARCHAR,10,Plant
Not Implemented,PM,Maintenance Order - Operations,AFVC,STEUS,Control Key,maintenance_operations,control_key,VARCHAR,4,Control key
Not Implemented,PM,Maintenance Order - Operations,AFVC,ARBEI,Work,maintenance_operations,work,DECIMAL,"15,3",Work quantity
Not Implemented,PM,Maintenance Order - Operations,AFVC,ARBEH,Work Unit,maintenance_operations,work_unit,VARCHAR,3,Work unit (H/MIN)
Not Implemented,PM,Maintenance Order - Operations,AFVC,DAUNE,Earliest Start,maintenance_operations,earliest_start,DATE,,Earliest start date
Not Implemented,PM,Maintenance Order - Operations,AFVC,DAUEN,Earliest Finish,maintenance_operations,earliest_finish,DATE,,Earliest finish date
Not Implemented,PM,Maintenance Order - Operations,AFVC,ISMNW,Duration,maintenance_operations,duration,DECIMAL,"15,3",Operation duration
Not Implemented,PM,Maintenance Order - Operations,AFVC,MEINH,Duration Unit,maintenance_operations,duration_unit,VARCHAR,3,Duration unit
Not Implemented,PM,Maintenance Notification - Header,VIQMEL,QMNUM,Notification Number,maintenance_notifications,notification_number,VARCHAR,12,Notification number
Not Implemented,PM,Maintenance Notification - Header,VIQMEL,QMART,Notification Type,maintenance_notifications,notification_type,VARCHAR,4,M1/M2/M3/etc
Not Implemented,PM,Maintenance Notification - Header,VIQMEL,QMTXT,Notification Description,maintenance_notifications,notification_description,VARCHAR,500,Short text
Not Implemented,PM,Maintenance Notification - Header,VIQMEL,EQUNR,Equipment,maintenance_notifications,equipment_number,VARCHAR,18,Equipment number
Not Implemented,PM,Maintenance Notification - Header,VIQMEL,TPLNR,Functional Location,maintenance_notifications,floc_code,VARCHAR,30,Functional location
Not Implemented,PM,Maintenance Notification - Header,VIQMEL,QMDAT,Notification Date,maintenance_notifications,notification_date,DATE,,Notification date
Not Implemented,PM,Maintenance Notification - Header,VIQMEL,ERNAM,Created By,maintenance_notifications,created_by,UUID,,User who created
Not Implemented,PM,Maintenance Notification - Header,VIQMEL,PRIOK,Priority,maintenance_notifications,priority,VARCHAR,1,Priority (1-9)
Not Implemented,PM,Maintenance Notification - Header,VIQMEL,QMGRP,Notification Group,maintenance_notifications,notification_group,VARCHAR,8,Notification group
Not Implemented,PM,Maintenance Notification - Header,VIQMEL,QMCOD,Notification Code,maintenance_notifications,notification_code,VARCHAR,8,Notification code
Not Implemented,PM,Maintenance Notification - Header,VIQMEL,QMTXT,Long Text,maintenance_notifications,long_text,TEXT,,Detailed description
Not Implemented,PM,Maintenance Notification - Header,VIQMEL,AUFNR,Order Number,maintenance_notifications,order_number,VARCHAR,12,Related maintenance order
Not Implemented,PM,Maintenance Notification - Items,QMEL,QMNUM,Notification Number,maintenance_notification_items,notification_number,VARCHAR,12,Notification number
Not Implemented,PM,Maintenance Notification - Items,QMEL,FENUM,Item Number,maintenance_notification_items,item_number,VARCHAR,4,Item number
Not Implemented,PM,Maintenance Notification - Items,QMEL,FETXT,Item Description,maintenance_notification_items,item_description,VARCHAR,500,Item text
Not Implemented,PM,Maintenance Notification - Items,QMEL,FEGRP,Item Group,maintenance_notification_items,item_group,VARCHAR,8,Item group
Not Implemented,PM,Maintenance Notification - Items,QMEL,FECOD,Item Code,maintenance_notification_items,item_code,VARCHAR,8,Item code
Not Implemented,PM,Maintenance Plan - Header,MPLA,WARPL,Maintenance Plan,maintenance_plans,plan_number,VARCHAR,12,Maintenance plan number
Not Implemented,PM,Maintenance Plan - Header,MPLA,PLNTY,Plan Category,maintenance_plans,plan_category,VARCHAR,1,Plan category
Not Implemented,PM,Maintenance Plan - Header,MPLA,KTEXT,Plan Description,maintenance_plans,plan_description,VARCHAR,500,Plan description
Not Implemented,PM,Maintenance Plan - Header,MPLA,EQUNR,Equipment,maintenance_plans,equipment_number,VARCHAR,18,Equipment number
Not Implemented,PM,Maintenance Plan - Header,MPLA,TPLNR,Functional Location,maintenance_plans,floc_code,VARCHAR,30,Functional location
Not Implemented,PM,Maintenance Plan - Header,MPLA,WERKS,Maintenance Plant,maintenance_plans,plant_code,VARCHAR,10,Maintenance plant
Not Implemented,PM,Maintenance Plan - Header,MPLA,CYCLE,Cycle,maintenance_plans,cycle,VARCHAR,8,Maintenance cycle
Not Implemented,PM,Maintenance Plan - Header,MPLA,ZYKZT,Cycle Unit,maintenance_plans,cycle_unit,VARCHAR,3,Cycle unit (D/W/M/Y)
Not Implemented,PM,Maintenance Plan - Header,MPLA,STRAT,Maintenance Strategy,maintenance_plans,strategy,VARCHAR,8,Maintenance strategy
Not Implemented,PM,Maintenance Plan - Header,MPLA,AUART,Order Type,maintenance_plans,order_type,VARCHAR,4,Order type for plan
Not Implemented,PM,Maintenance Plan - Header,MPLA,ABNUM,Settlement Rule,maintenance_plans,settlement_rule,VARCHAR,12,Settlement rule
Not Implemented,PM,Maintenance Plan - Items,MPOS,WARPL,Maintenance Plan,maintenance_plan_items,plan_number,VARCHAR,12,Maintenance plan
Not Implemented,PM,Maintenance Plan - Items,MPOS,ABNUM,Maintenance Item,maintenance_plan_items,item_number,VARCHAR,4,Maintenance item
Not Implemented,PM,Maintenance Plan - Items,MPOS,KTEXT,Item Description,maintenance_plan_items,item_description,VARCHAR,500,Item description
Not Implemented,PM,Maintenance Plan - Items,MPOS,STRAT,Strategy,maintenance_plan_items,strategy,VARCHAR,8,Maintenance strategy
Not Implemented,PM,Maintenance Plan - Items,MPOS,ZAEHL,Cycle,maintenance_plan_items,cycle,VARCHAR,8,Cycle
Not Implemented,PM,Maintenance Plan - Items,MPOS,ZYKZT,Cycle Unit,maintenance_plan_items,cycle_unit,VARCHAR,3,Cycle unit
Not Implemented,PM,Work Center - Master Data,CRHD,ARBPL,Work Center,work_centers,work_center_code,VARCHAR,8,Work center
Not Implemented,PM,Work Center - Master Data,CRHD,WERKS,Plant,work_centers,plant_code,VARCHAR,10,Plant
Not Implemented,PM,Work Center - Master Data,CRHD,KTEXT,Work Center Description,work_centers,work_center_name,VARCHAR,500,Work center description
Not Implemented,PM,Work Center - Master Data,CRHD,VERWE,Usage,work_centers,usage,VARCHAR,3,Usage (001-PM)
Not Implemented,PM,Work Center - Master Data,CRHD,KOSTL,Cost Center,work_centers,cost_center,VARCHAR,10,Cost center
Not Implemented,PM,Work Center - Master Data,CRHD,LOGRP,Person Responsible,work_centers,responsible_person,VARCHAR,20,Person responsible
Not Implemented,PM,Work Center - Capacity,KAKO,ARBPL,Work Center,work_center_capacity,work_center_code,VARCHAR,8,Work center
Not Implemented,PM,Work Center - Capacity,KAKO,WERKS,Plant,work_center_capacity,plant_code,VARCHAR,10,Plant
Not Implemented,PM,Work Center - Capacity,KAKO,BMSCH,Available Capacity,work_center_capacity,available_capacity,DECIMAL,"15,3",Available capacity
Not Implemented,PM,Work Center - Capacity,KAKO,MEINH,Capacity Unit,work_center_capacity,capacity_unit,VARCHAR,3,Capacity unit (H/MIN)
Not Implemented,PM,Work Center - Capacity,KAKO,ANZHL,Number of Capacities,work_center_capacity,number_of_capacities,INTEGER,,Number of individual capacities
Not Implemented,PM,Measuring Point - Master Data,IMPTT,POINT,Measuring Point,measuring_points,measuring_point,VARCHAR,12,Measuring point
